,ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10.json,h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000.json,eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000.json
89,7.00448768,9.73078528,7.767851008
90,6.895435776,9.227468799999999,7.935623168
91,6.8870471680000005,9.227468799999999,7.80140544
92,6.895435776,9.663676416,7.784628224
93,6.819938304000001,9.244246016,7.834959872
94,7.1470940160000005,9.227468799999999,7.725907968
95,7.138705408000001,9.73078528,7.683964927999999
96,7.239368704,9.227468799999999,7.683964927999999
97,7.105150976,9.596567552,7.742685184
98,6.819938304000001,9.361686528,7.759462399999999
99,6.794772480000001,9.210691584000001,7.80140544
100,6.8283269120000005,9.697230847999998,7.717519359999999
101,6.794772480000001,9.227468799999999,7.809794048
102,6.928990208,9.210691584000001,7.776239616
103,6.970933248000001,9.747562496,7.667187712
104,6.937378816000001,9.227468799999999,7.6420218879999995
105,6.996099072000001,9.210691584000001,7.658799104
106,6.912212992000001,9.73078528,7.63363328
107,6.928990208,9.244246016,7.7007421439999995
108,6.895435776,9.462349823999999,7.6420218879999995
109,6.803161088,9.361686528,7.675576319999999
110,6.794772480000001,9.227468799999999,7.776239616
111,6.803161088,9.714008064,7.650410495999999
112,6.777995264,9.227468799999999,7.650410495999999
113,6.811549696,9.210691584000001,7.667187712
114,6.803161088,9.680453631999999,7.683964927999999
115,6.803161088,9.126805504,7.658799104
116,6.786383872,9.210691584000001,7.7007421439999995
117,6.794772480000001,9.73078528,7.742685184
118,6.8283269120000005,9.210691584000001,7.692353536
119,6.819938304000001,9.210691584000001,7.658799104
120,6.811549696,9.714008064,7.809794048
121,6.803161088,9.210691584000001,7.658799104
122,6.7696066560000006,9.227468799999999,7.717519359999999
123,6.727663616,9.73078528,7.658799104
124,6.727663616,9.210691584000001,7.675576319999999
125,6.710886400000001,9.227468799999999,7.7007421439999995
126,6.719275008,9.73078528,7.683964927999999
127,6.727663616,9.227468799999999,7.683964927999999
128,6.736052224000001,9.193914368,7.667187712
129,6.761218048000001,9.663676416,7.725907968
130,6.777995264,9.14358272,7.809794048
131,6.761218048000001,9.210691584000001,7.683964927999999
132,6.761218048000001,9.714008064,7.683964927999999
133,6.7696066560000006,9.193914368,7.692353536
134,6.75282944,9.210691584000001,7.658799104
135,6.811549696,9.714008064,7.658799104
136,6.845104128,9.210691584000001,7.658799104
137,6.878658560000001,9.193914368,7.650410495999999
138,6.878658560000001,9.697230847999998,7.650410495999999
139,6.819938304000001,9.210691584000001,7.751073791999999
140,6.786383872,9.714008064,7.683964927999999
141,6.794772480000001,9.193914368,7.725907968
142,6.811549696,9.193914368,7.709130752
143,6.803161088,9.714008064,7.667187712
144,6.870269952,9.210691584000001,7.776239616
145,6.878658560000001,9.210691584000001,7.658799104
146,6.845104128,9.714008064,7.667187712
147,6.8870471680000005,9.210691584000001,7.658799104
148,6.853492736000001,9.227468799999999,7.63363328
149,6.83671552,9.613344768,7.658799104
150,6.803161088,9.210691584000001,7.6420218879999995
151,6.794772480000001,9.697230847999998,7.658799104
152,6.794772480000001,9.193914368,7.650410495999999
153,6.819938304000001,9.210691584000001,7.7007421439999995
154,6.8283269120000005,9.663676416,7.767851008
155,6.8870471680000005,9.193914368,7.759462399999999
156,7.256145920000001,9.193914368,7.767851008
157,7.155482624,9.663676416,7.751073791999999
158,7.138705408000001,9.14358272,7.658799104
159,7.0296535040000006,9.193914368,7.683964927999999
160,6.912212992000001,9.714008064,7.7007421439999995
161,6.903824384000001,9.210691584000001,7.834959872
162,6.8870471680000005,9.210691584000001,7.675576319999999
163,6.9206016,9.714008064,7.650410495999999
164,6.8870471680000005,9.210691584000001,7.675576319999999
165,6.870269952,9.378463744,7.667187712
166,6.9206016,9.563013119999999,7.683964927999999
167,6.912212992000001,9.210691584000001,7.675576319999999
168,6.937378816000001,9.512681472,7.717519359999999
169,6.912212992000001,9.395240959999999,7.6420218879999995
170,6.8283269120000005,9.210691584000001,7.667187712
171,7.054819328000001,9.73078528,7.675576319999999
172,6.903824384000001,9.14358272,7.675576319999999
173,6.845104128,9.193914368,7.793016831999999
174,6.7696066560000006,9.697230847999998,7.675576319999999
175,6.761218048000001,9.210691584000001,7.751073791999999
176,6.794772480000001,9.210691584000001,7.725907968
177,6.853492736000001,9.697230847999998,7.683964927999999
178,7.281311744000001,9.210691584000001,7.7007421439999995
179,7.2897003520000005,9.6468992,7.742685184
180,7.365197824000001,9.210691584000001,7.658799104
181,7.306477568,9.210691584000001,7.63363328
182,7.281311744000001,9.714008064,7.7007421439999995
183,7.222591488000001,9.210691584000001,7.650410495999999
184,7.180648448,9.210691584000001,7.667187712
185,7.239368704,9.714008064,7.683964927999999
186,6.9457674240000005,9.210691584000001,7.742685184
187,6.8870471680000005,9.193914368,7.658799104
188,6.845104128,9.714008064,7.692353536
189,6.928990208,9.210691584000001,7.650410495999999
190,6.861881344,9.227468799999999,7.667187712
191,6.928990208,9.697230847999998,7.683964927999999
192,6.8870471680000005,9.210691584000001,7.784628224
193,6.912212992000001,9.6468992,7.683964927999999
194,6.954156032,9.14358272,7.709130752
195,6.903824384000001,9.193914368,7.675576319999999
196,6.9206016,9.73078528,7.658799104
197,6.9457674240000005,9.193914368,7.692353536
198,6.903824384000001,9.193914368,7.675576319999999
199,6.8870471680000005,9.73078528,7.692353536
200,6.912212992000001,9.210691584000001,7.667187712
201,6.903824384000001,9.193914368,7.717519359999999
202,6.8870471680000005,9.6468992,7.717519359999999
203,6.895435776,9.126805504,7.692353536
204,6.853492736000001,9.193914368,7.675576319999999
205,6.83671552,9.697230847999998,7.667187712
206,6.845104128,9.210691584000001,7.675576319999999
207,6.845104128,9.193914368,7.876902911999999
208,7.247757312,9.714008064,7.667187712
209,7.314866176000001,9.210691584000001,7.658799104
210,7.00448768,9.193914368,7.683964927999999
211,7.29808896,9.714008064,7.675576319999999
212,7.021264896000001,9.126805504,7.692353536
213,7.180648448,9.193914368,7.709130752
214,7.2897003520000005,9.714008064,7.675576319999999
215,7.239368704,9.210691584000001,7.734296575999999
216,7.230980096000001,9.210691584000001,7.658799104
217,7.264534528,9.714008064,7.658799104
218,7.2897003520000005,9.193914368,7.675576319999999
219,7.247757312,9.193914368,7.658799104
220,7.256145920000001,9.697230847999998,7.675576319999999
221,7.163871232000001,9.193914368,7.767851008
222,6.962544640000001,9.210691584000001,7.683964927999999
223,7.189037056,9.6468992,7.683964927999999
224,7.063207936,9.193914368,7.692353536
225,7.264534528,9.210691584000001,7.675576319999999
226,6.979321856,9.714008064,7.759462399999999
227,6.9206016,9.193914368,7.7007421439999995
228,7.163871232000001,9.193914368,7.709130752
229,7.331643392,9.697230847999998,7.667187712
230,7.105150976,9.210691584000001,7.683964927999999
231,6.928990208,9.210691584000001,7.784628224
232,6.811549696,9.663676416,7.692353536
233,6.819938304000001,9.193914368,7.6420218879999995
234,7.2897003520000005,9.193914368,7.7007421439999995
235,7.272923136,9.697230847999998,7.650410495999999
236,7.272923136,9.210691584000001,7.667187712
237,6.8870471680000005,9.193914368,7.776239616
238,6.878658560000001,9.697230847999998,7.675576319999999
239,6.811549696,9.110028287999999,7.667187712
240,6.895435776,9.210691584000001,7.667187712
241,6.853492736000001,9.714008064,7.658799104
242,6.853492736000001,9.193914368,7.784628224
243,6.786383872,9.193914368,7.675576319999999
244,6.803161088,9.680453631999999,7.675576319999999
245,6.8283269120000005,9.244246016,7.675576319999999
246,6.83671552,9.193914368,7.683964927999999
247,7.1470940160000005,9.697230847999998,7.793016831999999
248,7.256145920000001,9.193914368,7.742685184
249,7.331643392,9.210691584000001,7.6420218879999995
250,7.281311744000001,9.714008064,7.63363328
251,7.230980096000001,9.193914368,7.625244672
252,6.937378816000001,9.210691584000001,7.650410495999999
253,6.861881344,9.697230847999998,7.650410495999999
254,6.870269952,9.193914368,7.759462399999999
255,6.895435776,9.193914368,7.658799104
256,6.8870471680000005,9.697230847999998,7.667187712
257,6.83671552,9.210691584000001,7.658799104
258,6.870269952,9.210691584000001,7.667187712
259,6.878658560000001,9.714008064,7.675576319999999
260,6.8283269120000005,9.193914368,7.851737088
261,6.8870471680000005,9.126805504,7.7007421439999995
262,6.870269952,9.630121983999999,7.7007421439999995
263,6.845104128,9.261023232,7.7007421439999995
264,6.870269952,9.126805504,7.742685184
265,6.895435776,9.6468992,7.7007421439999995
266,6.878658560000001,9.126805504,7.7007421439999995
267,6.903824384000001,9.14358272,7.776239616
268,6.912212992000001,9.495904256,7.709130752
269,6.878658560000001,9.395240959999999,7.709130752
270,6.878658560000001,9.126805504,7.725907968
271,6.912212992000001,9.6468992,7.667187712
272,6.903824384000001,9.261023232,7.784628224
273,6.9206016,9.126805504,7.675576319999999
274,6.8870471680000005,9.6468992,7.675576319999999
275,6.912212992000001,9.126805504,7.709130752
276,6.928990208,9.126805504,7.675576319999999
277,6.937378816000001,9.663676416,7.8433484799999995
278,6.9457674240000005,9.126805504,7.709130752
279,6.903824384000001,9.126805504,7.675576319999999
280,6.937378816000001,9.663676416,7.658799104
281,6.9457674240000005,9.193914368,7.675576319999999
282,6.853492736000001,9.110028287999999,7.734296575999999
283,6.845104128,9.663676416,7.658799104
284,7.0883737600000005,9.193914368,7.683964927999999
285,7.633633280000001,9.126805504,7.658799104
286,7.499415552,9.663676416,7.650410495999999
287,7.482638336000001,9.210691584000001,7.759462399999999
288,7.2897003520000005,9.126805504,7.692353536
289,7.432306688000001,9.663676416,7.683964927999999
290,7.50780416,9.126805504,7.683964927999999
291,7.50780416,9.126805504,7.80140544
292,7.5497472000000005,9.663676416,7.658799104
293,7.499415552,9.210691584000001,7.675576319999999
294,7.532969984,9.126805504,7.683964927999999
295,7.558135808,9.663676416,7.809794048
296,7.491026944000001,9.126805504,7.616856063999999
297,7.306477568,9.126805504,7.6420218879999995
298,7.281311744000001,9.663676416,7.658799104
299,7.323254784,9.210691584000001,7.675576319999999
300,7.38197504,9.126805504,7.650410495999999
301,7.356809216,9.663676416,7.7007421439999995
302,7.021264896000001,9.126805504,7.793016831999999
303,6.878658560000001,9.193914368,7.650410495999999
304,6.794772480000001,9.697230847999998,7.63363328
305,6.845104128,9.193914368,7.650410495999999
306,6.811549696,9.126805504,7.658799104
307,6.811549696,9.6468992,7.650410495999999
308,6.9206016,9.210691584000001,7.650410495999999
309,6.794772480000001,9.126805504,7.776239616
310,6.803161088,9.663676416,7.658799104
311,6.7696066560000006,9.126805504,7.675576319999999
312,6.9457674240000005,9.126805504,7.667187712
313,7.306477568,9.663676416,7.650410495999999
314,7.272923136,9.126805504,7.692353536
315,7.163871232000001,9.210691584000001,7.675576319999999
316,6.987710464,9.714008064,7.675576319999999
317,6.9206016,9.210691584000001,7.650410495999999
318,6.870269952,9.126805504,7.767851008
319,6.9457674240000005,9.663676416,7.667187712
320,6.9457674240000005,9.126805504,7.675576319999999
321,6.870269952,9.126805504,7.692353536
322,6.903824384000001,9.663676416,7.675576319999999
323,6.928990208,9.126805504,7.767851008
324,6.878658560000001,9.126805504,7.658799104
325,6.895435776,9.663676416,7.683964927999999
326,6.903824384000001,9.126805504,7.675576319999999
327,6.878658560000001,9.126805504,7.734296575999999
328,6.878658560000001,9.714008064,7.7007421439999995
329,6.8870471680000005,9.193914368,7.7007421439999995
330,7.340032000000001,9.126805504,7.725907968
331,7.323254784,9.663676416,7.683964927999999
332,7.558135808,9.193914368,7.683964927999999
333,7.1470940160000005,9.126805504,7.675576319999999
334,6.979321856,9.663676416,7.784628224
335,6.9206016,9.126805504,7.683964927999999
336,6.9206016,9.210691584000001,7.675576319999999
337,7.00448768,9.714008064,7.709130752
338,6.954156032,9.210691584000001,7.751073791999999
339,6.954156032,9.126805504,7.667187712
340,6.979321856,9.529458687999998,7.692353536
341,6.928990208,9.395240959999999,7.658799104
342,6.8870471680000005,9.126805504,7.742685184
343,6.895435776,9.244246016,7.658799104
344,6.7696066560000006,9.680453631999999,7.667187712
345,6.8283269120000005,9.126805504,7.667187712
346,6.75282944,9.126805504,7.793016831999999
347,6.7696066560000006,9.663676416,7.7007421439999995
348,6.861881344,9.126805504,7.767851008
349,6.794772480000001,9.14358272,7.784628224
350,6.811549696,9.6468992,7.809794048
351,6.954156032,9.126805504,7.692353536
352,7.59169024,9.227468799999999,7.683964927999999
353,7.6084674560000005,9.680453631999999,7.667187712
354,7.625244672000001,9.126805504,7.7007421439999995
355,6.9206016,9.344909312,7.683964927999999
356,7.180648448,9.563013119999999,7.667187712
357,7.180648448,9.14358272,7.675576319999999
358,7.180648448,9.462349823999999,7.818182656
359,7.172259840000001,9.328132096,7.675576319999999
360,7.264534528,9.126805504,7.6420218879999995
361,7.21420288,9.613344768,7.667187712
362,6.937378816000001,9.160359935999999,7.658799104
363,7.021264896000001,9.126805504,7.725907968
364,6.979321856,9.361686528,7.759462399999999
365,7.189037056,9.546235904,7.709130752
366,7.247757312,9.126805504,7.692353536
367,7.113539584000001,9.126805504,7.675576319999999
368,6.7696066560000006,9.6468992,7.834959872
369,6.811549696,9.126805504,7.658799104
370,6.878658560000001,9.160359935999999,7.650410495999999
371,7.21420288,9.613344768,7.675576319999999
372,7.239368704,9.126805504,7.675576319999999
373,7.247757312,9.361686528,7.776239616
374,7.272923136,9.546235904,7.667187712
375,6.979321856,9.126805504,7.692353536
376,6.803161088,9.126805504,7.717519359999999
377,6.794772480000001,9.6468992,7.658799104
378,6.853492736000001,9.126805504,7.725907968
379,6.845104128,9.244246016,7.717519359999999
380,6.845104128,9.680453631999999,7.608467456
381,6.8283269120000005,9.126805504,7.667187712
382,6.803161088,9.126805504,7.818182656
383,6.853492736000001,9.697230847999998,7.784628224
384,7.256145920000001,9.160359935999999,7.675576319999999
385,7.314866176000001,9.160359935999999,7.692353536
386,6.954156032,9.663676416,7.658799104
387,6.878658560000001,9.14358272,7.6420218879999995
388,6.819938304000001,9.210691584000001,7.683964927999999
389,6.803161088,9.73078528,7.759462399999999
390,6.777995264,9.227468799999999,7.658799104
391,6.811549696,9.210691584000001,7.667187712
392,6.786383872,9.714008064,7.625244672
393,6.819938304000001,9.227468799999999,7.667187712
394,6.870269952,9.227468799999999,7.793016831999999
395,6.8870471680000005,9.73078528,7.675576319999999
396,6.878658560000001,9.210691584000001,7.658799104
397,6.903824384000001,9.210691584000001,7.692353536
398,6.970933248000001,9.73078528,7.667187712
399,6.979321856,9.227468799999999,7.759462399999999
400,6.903824384000001,9.227468799999999,7.675576319999999
401,6.853492736000001,9.714008064,7.6420218879999995
402,6.853492736000001,9.227468799999999,7.650410495999999
403,6.786383872,9.210691584000001,7.658799104
404,6.803161088,9.714008064,7.725907968
405,6.744440832,9.210691584000001,7.675576319999999
406,6.736052224000001,9.210691584000001,7.667187712
407,7.1303168,9.714008064,7.776239616
408,7.50780416,9.227468799999999,7.683964927999999
409,7.5497472000000005,9.210691584000001,7.7007421439999995
410,7.5497472000000005,9.697230847999998,7.667187712
411,7.4658611200000005,9.210691584000001,7.776239616
412,7.583301632,9.210691584000001,7.650410495999999
413,7.0296535040000006,9.73078528,7.667187712
414,6.954156032,9.210691584000001,7.683964927999999
415,6.970933248000001,9.210691584000001,7.92723456
416,6.979321856,9.714008064,7.658799104
417,6.928990208,9.210691584000001,7.63363328
418,6.928990208,9.210691584000001,7.650410495999999
419,6.8283269120000005,9.73078528,7.63363328
420,6.8283269120000005,9.14358272,7.675576319999999
421,6.786383872,9.210691584000001,7.742685184
422,6.811549696,9.73078528,7.667187712
423,6.861881344,9.210691584000001,7.6420218879999995
424,7.38197504,9.210691584000001,7.658799104
425,7.340032000000001,9.714008064,7.675576319999999
426,7.247757312,9.210691584000001,7.742685184
427,7.365197824000001,9.227468799999999,7.692353536
428,7.449083904,9.697230847999998,7.658799104
429,7.356809216,9.210691584000001,7.675576319999999
430,6.954156032,9.126805504,7.776239616
431,7.04643072,9.663676416,7.675576319999999
432,6.979321856,9.210691584000001,7.667187712
433,6.962544640000001,9.210691584000001,7.675576319999999
434,6.937378816000001,9.73078528,7.742685184
435,6.987710464,9.210691584000001,7.63363328
436,7.29808896,9.210691584000001,7.658799104
437,7.356809216,9.714008064,7.616856063999999
438,7.3484206080000005,9.210691584000001,7.6420218879999995
439,7.340032000000001,9.210691584000001,7.667187712
440,7.474249728,9.73078528,7.717519359999999
441,7.247757312,9.210691584000001,7.658799104
442,7.1303168,9.210691584000001,7.667187712
443,7.096762368,9.697230847999998,7.80140544
444,7.021264896000001,9.210691584000001,7.650410495999999
445,6.83671552,9.210691584000001,7.675576319999999
446,6.870269952,9.714008064,7.658799104
447,6.912212992000001,9.210691584000001,7.658799104
448,6.8870471680000005,9.210691584000001,7.759462399999999
449,6.8283269120000005,9.73078528,7.667187712
450,6.8283269120000005,9.227468799999999,7.658799104
451,6.8870471680000005,9.227468799999999,7.667187712
452,6.878658560000001,9.714008064,7.784628224
453,6.870269952,9.227468799999999,7.650410495999999
454,6.8870471680000005,9.210691584000001,7.63363328
455,6.9457674240000005,9.73078528,7.63363328
456,6.996099072000001,9.126805504,7.625244672
457,6.979321856,9.14358272,7.63363328
458,6.937378816000001,9.663676416,7.7007421439999995
459,6.903824384000001,9.14358272,7.658799104
460,7.197425664000001,9.126805504,7.658799104
461,7.172259840000001,9.663676416,7.650410495999999
462,7.239368704,9.14358272,7.793016831999999
463,7.121928192,9.126805504,7.717519359999999
464,7.365197824000001,9.663676416,7.734296575999999
465,7.482638336000001,9.14358272,7.725907968
466,7.558135808,9.126805504,7.826571263999999
467,7.7259079680000005,9.680453631999999,7.717519359999999
468,7.499415552,9.14358272,7.692353536
469,7.692353536000001,9.160359935999999,7.725907968
470,7.751073792000001,9.6468992,7.692353536
471,7.7259079680000005,9.210691584000001,7.767851008
472,7.784628224,9.210691584000001,7.7007421439999995
473,7.4658611200000005,9.714008064,7.683964927999999
474,7.423918080000001,9.14358272,7.692353536
475,7.306477568,9.14358272,7.784628224
476,7.04643072,9.714008064,7.625244672
477,7.054819328000001,9.14358272,7.63363328
478,6.9457674240000005,9.193914368,7.650410495999999
479,6.970933248000001,9.613344768,7.658799104
480,6.996099072000001,9.14358272,7.717519359999999
481,7.054819328000001,9.395240959999999,7.717519359999999
482,7.0296535040000006,9.395240959999999,7.834959872
483,7.163871232000001,9.14358272,7.692353536
484,7.6084674560000005,9.596567552,7.692353536
485,7.440695296,9.277800448,7.742685184
486,7.5497472000000005,9.126805504,7.767851008
487,7.633633280000001,9.663676416,7.7007421439999995
488,7.583301632,9.14358272,7.7007421439999995
489,7.340032000000001,9.14358272,7.683964927999999
490,7.189037056,9.512681472,7.742685184
491,6.954156032,9.277800448,7.692353536
492,6.903824384000001,9.14358272,7.667187712
493,6.903824384000001,9.663676416,7.683964927999999
494,6.861881344,9.14358272,7.675576319999999
495,6.777995264,9.227468799999999,7.675576319999999
496,6.786383872,9.714008064,7.793016831999999
497,6.7696066560000006,9.210691584000001,7.658799104
498,6.794772480000001,9.14358272,7.683964927999999
499,6.761218048000001,9.596567552,7.759462399999999
500,6.777995264,9.210691584000001,7.809794048
501,6.744440832,9.14358272,7.709130752
502,6.736052224000001,9.663676416,7.759462399999999
503,6.761218048000001,9.14358272,7.675576319999999
504,6.727663616,9.14358272,7.667187712
505,6.710886400000001,9.495904256,7.650410495999999
506,6.727663616,9.31135488,7.658799104
507,6.702497792000001,9.14358272,7.675576319999999
508,6.710886400000001,9.177137151999998,7.650410495999999
509,6.727663616,9.630121983999999,7.767851008
510,6.727663616,9.14358272,7.675576319999999
511,6.719275008,9.14358272,7.667187712
512,6.7696066560000006,9.663676416,7.742685184
513,6.744440832,9.210691584000001,7.709130752
514,6.794772480000001,9.210691584000001,7.793016831999999
515,6.9457674240000005,9.73078528,7.759462399999999
516,6.8283269120000005,9.14358272,7.725907968
517,6.736052224000001,9.14358272,7.834959872
518,6.727663616,9.680453631999999,7.7007421439999995
519,6.761218048000001,9.14358272,7.725907968
520,6.75282944,9.14358272,7.683964927999999
521,6.761218048000001,9.663676416,7.7007421439999995
522,6.75282944,9.14358272,7.751073791999999
523,6.75282944,9.14358272,7.683964927999999
524,6.761218048000001,9.680453631999999,7.658799104
525,6.786383872,9.14358272,7.734296575999999
526,6.794772480000001,9.14358272,7.658799104
527,6.794772480000001,9.680453631999999,7.650410495999999
528,6.819938304000001,9.14358272,7.742685184
529,6.794772480000001,9.126805504,7.6420218879999995
530,6.811549696,9.680453631999999,7.675576319999999
531,6.803161088,9.14358272,7.6420218879999995
532,6.8283269120000005,9.14358272,7.751073791999999
533,7.314866176000001,9.680453631999999,7.709130752
534,7.230980096000001,9.14358272,7.7007421439999995
535,7.256145920000001,9.14358272,7.80140544
536,7.038042112,9.663676416,7.683964927999999
537,6.878658560000001,9.14358272,7.658799104
538,6.903824384000001,9.177137151999998,7.650410495999999
539,6.8283269120000005,9.630121983999999,7.784628224
540,6.794772480000001,9.14358272,7.709130752
541,6.794772480000001,9.378463744,7.7007421439999995
542,6.7696066560000006,9.428795392,7.7007421439999995
543,6.736052224000001,9.14358272,7.6420218879999995
544,6.819938304000001,9.630121983999999,7.650410495999999
545,7.1303168,9.31135488,7.776239616
546,7.180648448,9.14358272,7.667187712
547,6.761218048000001,9.663676416,7.667187712
548,6.819938304000001,9.14358272,7.667187712
549,6.761218048000001,9.14358272,7.809794048
550,6.7696066560000006,9.495904256,7.725907968
551,6.744440832,9.31135488,7.692353536
552,6.845104128,9.14358272,7.692353536
553,6.786383872,9.6468992,7.658799104
554,6.819938304000001,9.244246016,7.742685184
555,6.777995264,9.14358272,7.650410495999999
556,6.811549696,9.428795392,7.63363328
557,6.794772480000001,9.378463744,7.650410495999999
558,6.794772480000001,9.14358272,7.63363328
559,6.811549696,9.613344768,7.759462399999999
560,6.83671552,9.261023232,7.650410495999999
561,6.8283269120000005,9.126805504,7.692353536
562,6.83671552,9.663676416,7.683964927999999
563,6.8283269120000005,9.14358272,7.717519359999999
564,6.8283269120000005,9.14358272,7.7007421439999995
565,6.853492736000001,9.563013119999999,7.692353536
566,6.819938304000001,9.328132096,7.767851008
567,6.8283269120000005,9.14358272,7.675576319999999
568,6.845104128,9.663676416,7.692353536
569,6.878658560000001,9.210691584000001,7.759462399999999
570,6.811549696,9.14358272,7.683964927999999
571,6.845104128,9.495904256,7.675576319999999
572,6.845104128,9.294577664,7.650410495999999
573,6.811549696,9.126805504,7.759462399999999
574,6.7696066560000006,9.177137151999998,7.63363328
575,6.777995264,9.613344768,7.658799104
576,6.811549696,9.126805504,7.650410495999999
577,6.8283269120000005,9.126805504,7.692353536
578,6.811549696,9.714008064,7.658799104
579,6.803161088,9.14358272,7.776239616
580,6.845104128,9.160359935999999,7.709130752
581,6.83671552,9.6468992,7.692353536
582,6.853492736000001,9.14358272,7.667187712
583,7.751073792000001,9.261023232,7.734296575999999
584,7.2897003520000005,9.546235904,7.767851008
585,6.987710464,9.14358272,7.63363328
586,7.38197504,9.495904256,7.683964927999999
587,6.912212992000001,9.378463744,7.650410495999999
588,7.4071408640000005,9.14358272,7.63363328
589,7.7259079680000005,9.193914368,7.767851008
590,7.541358592000001,9.613344768,7.658799104
